dataset,rel_path,semantic_group,representation,motif_class,source_id,role,width,height,md5
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_112159.jpg,Mekhela,mekhela_source,,20180831_112159.jpg,source,1838,1838,22a1ae0ff2e5d3a51ba8712a1b69d549
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_112239.jpg,Mekhela,mekhela_source,,20180831_112239.jpg,source,1179,1178,9568cbbdb7060410e50da74b6542bd65
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_112309.jpg,Mekhela,mekhela_source,,20180831_112309.jpg,source,1263,1263,35d1e550a90f742816cf9bddc1b5cb93
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_112523.jpg,Mekhela,mekhela_source,,20180831_112523.jpg,source,2371,2371,60c7247a1a296896f8b522e54b39a5f8
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_112602.jpg,Mekhela,mekhela_source,,20180831_112602.jpg,source,1328,1771,8ef4808e83f380fd320bf5c994ab521c
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_112728.jpg,Mekhela,mekhela_source,,20180831_112728.jpg,source,3023,3024,bb29c3d7089fd41a92a1bf6381f1e6bf
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_112917.jpg,Mekhela,mekhela_source,,20180831_112917.jpg,source,971,971,8f499282aacb5eab5e753a1ae72b4205
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_113053.jpg,Mekhela,mekhela_source,,20180831_113053.jpg,source,1283,1282,2acc4d2cdad6eacdb24c9eac766f32cb
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_113149.jpg,Mekhela,mekhela_source,,20180831_113149.jpg,source,1971,1971,68f17dc78aebb8596263f241721a8e47
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_113304.jpg,Mekhela,mekhela_source,,20180831_113304.jpg,source,2751,2752,5642c18b4cb3291ba339aca8183f92ff
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_113330.jpg,Mekhela,mekhela_source,,20180831_113330.jpg,source,1179,1178,034e9f811c38f3616b95e52431898729
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_113406.jpg,Mekhela,mekhela_source,,20180831_113406.jpg,source,1416,1415,4a9c749dc53aabf66446fccee6b90a20
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_113426.jpg,Mekhela,mekhela_source,,20180831_113426.jpg,source,1134,1134,a71986991cc1ce558323664954b57388
NeuralLoom,Mekhela chador body/Mekhela chador body/Mekhela chador/20180831_113449.jpg,Mekhela,mekhela_source,,20180831_113449.jpg,source,942,941,e4ebf4d77c1ce78ba497dd5665672c9c
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182615.jpg/cropped_1.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182615.jpg,crop,582,582,5e5511a8e8498a932b0837d895f0f8f7
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182615.jpg/cropped_2.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182615.jpg,crop,582,581,71dc65124abc8a483a27eb72fbf19b5b
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182615.jpg/cropped_3.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182615.jpg,crop,581,582,8b8a0821c9b3205d160515c45cdc93b4
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182615.jpg/cropped_4.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182615.jpg,crop,581,581,10f4770ca916575322f4ded31437f9f0
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182615.jpg/cropped_5.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182615.jpg,crop,581,581,ff5a03b0f743d10ec7a7c8237aed1ded
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182936.jpg/cropped_1.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182936.jpg,crop,610,610,2664d909ea84f5222a1e6b96e77e01fe
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182936.jpg/cropped_2.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182936.jpg,crop,610,610,0876a5f2c918b33886a3ebd99fcad207
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182936.jpg/cropped_3.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182936.jpg,crop,610,610,278f4775c38a4caba6d4ddf1b180a77b
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182936.jpg/cropped_4.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182936.jpg,crop,610,610,75d2195498a75e44025c866ca45317e9
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_182936.jpg/cropped_5.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_182936.jpg,crop,610,610,6be3a8f94a9569856c72a5f2865ee368
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183203.jpg/cropped_1.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183203.jpg,crop,494,493,91caa4ecb5d6cf6dfb7cdbb5de82c6a1
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183203.jpg/cropped_2.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183203.jpg,crop,494,493,bdf7bb129dfd2d019b5264a2065c4ce5
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183203.jpg/cropped_3.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183203.jpg,crop,493,493,2d1bda9f6191ac90998ced9aa6beae35
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183203.jpg/cropped_4.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183203.jpg,crop,493,493,1711ee1c90b698cfc2710822afc60915
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183203.jpg/cropped_5.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183203.jpg,crop,493,494,410ac3032bf0213bd27015c0e246433e
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183326.jpg/cropped_1.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183326.jpg,crop,598,598,c51a0532aeef3d7d29e06ab93e19a1c7
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183326.jpg/cropped_2.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183326.jpg,crop,598,598,f92ba5626175648c4efd1c496402e745
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183326.jpg/cropped_3.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183326.jpg,crop,598,598,e57a0f0b118c30f2f175d04322e3c00c
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183326.jpg/cropped_4.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183326.jpg,crop,598,598,f2195d8fbbf932fd3badc61bb1922eab
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183326.jpg/cropped_5.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183326.jpg,crop,598,598,6af1d6482405b4bbbe2fb83b805623e9
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183529.jpg/cropped_1.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183529.jpg,crop,662,662,b5a9e4d86e1719692ffa45dad637da10
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183529.jpg/cropped_2.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183529.jpg,crop,662,662,dd1e5b35e1f7bd6f4c12537304de8ec5
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183529.jpg/cropped_3.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183529.jpg,crop,662,662,04b450ba64e8e22b61995f490db638db
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183529.jpg/cropped_4.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183529.jpg,crop,662,662,5817b5493f64a11e3185ac50a61ef806
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183529.jpg/cropped_5.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183529.jpg,crop,662,662,75b7d858d7803f20c3213eef51a72661
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183750.jpg/cropped_1.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183750.jpg,crop,629,629,06ce259761544290b5ca2e69b2026f4c
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183750.jpg/cropped_2.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183750.jpg,crop,629,629,caa9a6c3174b9bb94f5a661af055296d
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183750.jpg/cropped_3.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183750.jpg,crop,629,629,f587382d05b0242860f905d207e7ca9b
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183750.jpg/cropped_4.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183750.jpg,crop,629,629,f4b7ca65b9b5cd4d5fbdfa4d307e8ede
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183750.jpg/cropped_5.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183750.jpg,crop,630,630,88f9e0530a3c2159b4e8db496a9dd3aa
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183834.jpg/cropped_1.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183834.jpg,crop,553,553,1e1616cfaa5f0e9faf1b0486327fb518
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183834.jpg/cropped_2.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183834.jpg,crop,553,553,7aae2dce8bfbd7ba96237e0a798a86f6
NeuralLoom,mekhela_cropped_imgs/mekhela_cropped_imgs/mekhela_cropped_imgs20180828_183834.jpg/cropped_3.jpg,Mekhela,mekhela_crop,,mekhela_cropped_imgs20180828_183834.jpg,crop,553,553,ea809f9c5b3ea9d97b91370ebd3dec40
