instance_id,filename,rel_path,motif_name,motif_folder,all_motifs_dir,origin_images,Source Workshop,year_collected,image_type,image_resolution,color_profile,annotator_initials
789,GunungRinggit_00790.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00790.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
790,GunungRinggit_00791.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00791.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
791,GunungRinggit_00792.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00792.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
792,GunungRinggit_00793.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00793.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
793,GunungRinggit_00794.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00794.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
794,GunungRinggit_00795.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00795.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
795,GunungRinggit_00796.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00796.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
796,GunungRinggit_00797.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00797.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
797,GunungRinggit_00798.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00798.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
798,GunungRinggit_00799.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00799.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
799,GunungRinggit_00800.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00800.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
800,GunungRinggit_00801.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00801.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
801,GunungRinggit_00802.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00802.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
802,GunungRinggit_00803.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00803.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
803,GunungRinggit_00804.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00804.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
804,GunungRinggit_00805.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00805.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Bouquet.jpg,Pesona Canting,2021,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
805,GunungRinggit_00806.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00806.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Kopi Lelet.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
806,GunungRinggit_00807.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00807.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Kopi Lelet.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
807,GunungRinggit_00808.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00808.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Kopi Lelet.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
808,GunungRinggit_00809.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00809.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Kopi Lelet.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
809,GunungRinggit_00810.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00810.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Kopi Lelet.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
810,GunungRinggit_00811.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00811.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Kopi Lelet.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
811,GunungRinggit_00812.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00812.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Kopi Lelet.jpg,VJ Basiroen artwork,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
812,GunungRinggit_00813.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00813.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
813,GunungRinggit_00814.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00814.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
814,GunungRinggit_00815.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00815.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
815,GunungRinggit_00816.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00816.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
816,GunungRinggit_00817.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00817.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
817,GunungRinggit_00818.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00818.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
818,GunungRinggit_00819.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00819.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
819,GunungRinggit_00820.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00820.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
820,GunungRinggit_00821.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00821.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
821,GunungRinggit_00822.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00822.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
822,GunungRinggit_00823.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00823.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
823,GunungRinggit_00824.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00824.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
824,GunungRinggit_00825.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00825.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
825,GunungRinggit_00826.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00826.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
826,GunungRinggit_00827.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00827.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
827,GunungRinggit_00828.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00828.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
828,GunungRinggit_00829.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00829.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
829,GunungRinggit_00830.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00830.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
830,GunungRinggit_00831.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00831.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
831,GunungRinggit_00832.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00832.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
832,GunungRinggit_00833.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00833.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
833,GunungRinggit_00834.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00834.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
834,GunungRinggit_00835.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00835.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
835,GunungRinggit_00836.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00836.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
836,GunungRinggit_00837.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00837.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
837,GunungRinggit_00838.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00838.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
838,GunungRinggit_00839.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00839.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
839,GunungRinggit_00840.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00840.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
840,GunungRinggit_00841.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00841.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
841,GunungRinggit_00842.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00842.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
842,GunungRinggit_00843.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00843.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
843,GunungRinggit_00844.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00844.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
844,GunungRinggit_00845.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00845.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
845,GunungRinggit_00846.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00846.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
846,GunungRinggit_00847.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00847.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
847,GunungRinggit_00848.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00848.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
848,GunungRinggit_00849.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00849.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
849,GunungRinggit_00850.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00850.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
850,GunungRinggit_00851.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00851.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
851,GunungRinggit_00852.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00852.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
852,GunungRinggit_00853.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00853.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
853,GunungRinggit_00854.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00854.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
854,GunungRinggit_00855.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00855.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
855,GunungRinggit_00856.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00856.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
856,GunungRinggit_00857.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00857.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
857,GunungRinggit_00858.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00858.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
858,GunungRinggit_00859.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00859.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
859,GunungRinggit_00860.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00860.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
860,GunungRinggit_00861.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00861.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Peacocks.jpg,Lumintu Batik,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
861,GunungRinggit_00862.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00862.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
862,GunungRinggit_00863.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00863.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
863,GunungRinggit_00864.jpg,Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/all_motifs (864)/GunungRinggit_00864.jpg,Gunung Ringgit,Gunung Ringgit,all_motifs (864),Gunung Ringgit Pink Bouquet.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
864,Kricak_00001.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00001.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
865,Kricak_00002.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00002.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
866,Kricak_00003.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00003.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
867,Kricak_00004.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00004.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
868,Kricak_00005.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00005.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
869,Kricak_00006.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00006.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
870,Kricak_00007.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00007.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
871,Kricak_00008.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00008.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
872,Kricak_00009.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00009.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
873,Kricak_00010.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00010.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Kawis With Pagi-Sore Kricak Background.jpg,KUB Srikandi,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
