instance_id,filename,rel_path,motif_name,motif_folder,all_motifs_dir,origin_images,Source Workshop,year_collected,image_type,image_resolution,color_profile,annotator_initials
1389,Kricak_00526.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00526.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1390,Kricak_00527.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00527.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1392,Kricak_00529.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00529.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1393,Kricak_00530.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00530.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1395,Kricak_00532.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00532.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1398,Kricak_00535.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00535.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1400,Kricak_00537.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00537.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1401,Kricak_00538.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00538.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1404,Kricak_00541.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00541.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1405,Kricak_00542.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00542.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1407,Kricak_00544.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00544.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1410,Kricak_00547.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00547.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1412,Kricak_00549.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00549.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1414,Kricak_00551.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00551.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1415,Kricak_00552.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00552.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1418,Kricak_00555.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00555.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1420,Kricak_00557.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00557.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1423,Kricak_00560.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00560.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1424,Kricak_00561.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00561.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Pagi-Sore Temple and Bamboo.jpg,Pesona Canting,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1426,Kricak_00563.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00563.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1429,Kricak_00566.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00566.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1431,Kricak_00568.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00568.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1432,Kricak_00569.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00569.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1436,Kricak_00573.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00573.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1438,Kricak_00575.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00575.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1439,Kricak_00576.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00576.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1440,Kricak_00577.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00577.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1442,Kricak_00579.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00579.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1445,Kricak_00582.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00582.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1451,Kricak_00588.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00588.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1452,Kricak_00589.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00589.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1457,Kricak_00594.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00594.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1458,Kricak_00595.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00595.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1459,Kricak_00596.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00596.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1460,Kricak_00597.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00597.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1462,Kricak_00599.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00599.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1465,Kricak_00602.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00602.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1469,Kricak_00606.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00606.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1470,Kricak_00607.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00607.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1471,Kricak_00608.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00608.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1472,Kricak_00609.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00609.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1474,Kricak_00611.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00611.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1475,Kricak_00612.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00612.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1476,Kricak_00613.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00613.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Red.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1482,Kricak_00619.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00619.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1484,Kricak_00621.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00621.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1485,Kricak_00622.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00622.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1486,Kricak_00623.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00623.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1487,Kricak_00624.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00624.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1489,Kricak_00626.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00626.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1493,Kricak_00630.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00630.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1496,Kricak_00633.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00633.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1497,Kricak_00634.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00634.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1498,Kricak_00635.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00635.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1501,Kricak_00638.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00638.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1503,Kricak_00640.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00640.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1504,Kricak_00641.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00641.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1506,Kricak_00643.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00643.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1507,Kricak_00644.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00644.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1508,Kricak_00645.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00645.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1511,Kricak_00648.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00648.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1512,Kricak_00649.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00649.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1514,Kricak_00651.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00651.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1520,Kricak_00657.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00657.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1521,Kricak_00658.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00658.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1522,Kricak_00659.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00659.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1523,Kricak_00660.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00660.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1524,Kricak_00661.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00661.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1525,Kricak_00662.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00662.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1526,Kricak_00663.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00663.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1527,Kricak_00664.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00664.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1529,Kricak_00666.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00666.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1531,Kricak_00668.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00668.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1532,Kricak_00669.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00669.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1534,Kricak_00671.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00671.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1536,Kricak_00673.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00673.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1539,Kricak_00676.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00676.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1544,Kricak_00681.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00681.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1545,Kricak_00682.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00682.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1548,Kricak_00685.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00685.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1550,Kricak_00687.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00687.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1551,Kricak_00688.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00688.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1552,Kricak_00689.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00689.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1553,Kricak_00690.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00690.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
1554,Kricak_00691.jpg,Batik_Lasem/motifs (isen-isen)/Kricak_Watu Pecah/all_motifs (1004)/Kricak_00691.jpg,Kricak / Watu Pecah,Kricak_Watu Pecah,all_motifs (1004),Withering Teak in Blue.jpg,Pusaka Beruang,2022,raw (crop),28 x 28,sRGB IEC61966-2.1,VJB
